Year,Month,Day,Hour,Demand,temp,humidity,atemp,precipitation,weather_code,pressure,cloud_cover,wind_speed,public_holiday,working_day,weekday
2022,1,1,0,1470,12.6565,93.0177,10.5784,0,3,1020.7,100,10.9064,0,0,6
2022,1,1,1,1532,12.7565,93.023,10.4973,0,3,1020.4,100,11.8117,0,0,6
2022,1,1,2,1084,12.4565,93.3154,10.2848,0,3,1020.2,100,11.1064,0,0,6
2022,1,1,3,696,12.2065,92.0728,9.7934,0,2,1020.4,70.2,11.5482,0,0,6
2022,1,1,4,447,11.8565,92.9753,9.1345,0,3,1020,88.5,12.6088,0,0,6
2022,1,1,5,320,11.7565,92.353,9.1938,0,2,1019.2,54,11.6775,0,0,6
2022,1,1,6,213,11.6565,91.4279,9.1504,0,2,1018.3,76.2,11.1244,0,0,6
2022,1,1,7,193,12.1565,87.5826,9.2618,0,2,1017.7,69.3,12.5949,0,0,6
2022,1,1,8,244,12.2565,83.8624,8.9905,0,1,1017.4,31.2,13.513,0,0,6
2022,1,1,9,364,12.4065,80.5656,8.8821,0,1,1017.8,21.6,14.086,0,0,6
2022,1,1,10,655,13.2565,74.4296,9.3028,0,1,1018.2,23.7,15.5145,0,0,6
2022,1,1,11,1058,14.1065,70.9062,10.1998,0,1,1018.2,32.1,15.4272,0,0,6
2022,1,1,12,1412,14.7565,76.1959,12.2717,0,2,1017.8,61.5,11.4065,0,0,6
2022,1,1,13,1704,14.8565,76.7206,12.3356,0,3,1016.5,90,11.8138,0,0,6
2022,1,1,14,1754,14.3065,80.023,11.3013,0.2,51,1016.3,100,14.0058,0,0,6
2022,1,1,15,1945,13.6565,81.276,10.1332,0,3,1016.5,100,15.7069,0,0,6
2022,1,1,16,1543,13.0065,83.6697,9.7437,0,3,1016.4,100,14.3482,0,0,6
2022,1,1,17,1255,13.1065,83.125,9.8609,0,3,1016.2,98.1,14.2748,0,0,6
2022,1,1,18,1018,12.9565,86.7862,9.985,0,3,1015.9,100,13.7353,0,0,6
2022,1,1,19,835,13.1065,87.0892,10.2007,0,3,1015.6,100,13.7116,0,0,6
2022,1,1,20,856,12.8065,88.8138,9.9574,0,3,1015.4,100,13.4704,0,0,6
2022,1,1,21,726,12.8565,89.7057,10.1109,0,3,1015.3,100,13.289,0,0,6
2022,1,1,22,618,13.0065,90.0146,10.3958,0,3,1015.1,100,12.9765,0,0,6
2022,1,1,23,545,13.0565,89.1291,10.4454,0,3,1014.3,100,12.8467,0,0,6
2022,1,2,0,352,12.5565,94.2499,10.3207,0,3,1013.3,100,11.7117,0,0,7
2022,1,2,1,217,12.4565,93.6245,10.2273,0,3,1012.6,100,11.4175,0,0,7
2022,1,2,2,169,12.4065,93.3128,10.3785,0,3,1011.5,100,10.4279,0,0,7
2022,1,2,3,74,12.2565,92.3818,10.0716,0,3,1010.9,100,10.7049,0,0,7
2022,1,2,4,60,12.1565,93.3001,9.5818,0,3,1010,100,12.431,0,0,7
2022,1,2,5,38,12.3065,87.5963,8.2903,0.1,51,1009.5,100,17.5587,0,0,7
2022,1,2,6,92,12.0065,85.5396,7.9055,0,1,1009.3,47.1,17.1302,0,0,7
2022,1,2,7,127,11.4065,87.8083,7.4252,0,1,1009.6,41.1,16.3836,0,0,7
2022,1,2,8,250,10.6565,88.634,6.9899,0,0,1010.2,5.4,14.3482,0,0,7
2022,1,2,9,512,10.3565,88.0108,6.7775,0,0,1011.1,7.8,13.526,0,0,7
2022,1,2,10,981,10.9565,85.4284,7.2205,0,0,1011.6,8.1,14.3622,0,0,7
2022,1,2,11,1333,11.6065,84.9237,8.4532,0,1,1011.2,27.9,12.5052,0,0,7
2022,1,2,12,1619,11.4565,82.0869,8.0467,0,1,1011.1,37.2,12.8603,0,0,7
2022,1,2,13,1463,12.1065,81.3435,8.469,0,2,1010.3,69.6,14.3952,0,0,7
2022,1,2,14,1466,11.2065,82.0549,6.4448,1,55,1009.2,100,18.3448,0,0,7
2022,1,2,15,1265,10.5065,84.8026,6.1204,0.6,53,1008.6,100,16.5266,0,0,7
2022,1,2,16,1221,10.6565,86.5615,6.1144,0.1,51,1008.3,90.9,17.685,0,0,7
2022,1,2,17,1063,10.1065,89.1898,6.0966,0.2,51,1008.6,54.9,15.3067,0,0,7
2022,1,2,18,1016,9.8065,87.0682,5.5282,0,1,1009.1,22.2,15.745,0,0,7
2022,1,2,19,919,9.2065,85.5332,4.4954,0,0,1009.8,15,16.7073,0,0,7
2022,1,2,20,732,8.9565,86.0958,4.184,0,1,1010.2,28.5,16.8177,0,0,7
2022,1,2,21,562,8.8565,84.3273,4.0304,0,1,1010.6,24.6,16.6503,0,0,7
2022,1,2,22,565,8.9065,83.4661,4.1641,0,1,1011,43.8,16.1963,0,0,7
2022,1,2,23,398,8.6565,84.5955,4.1508,0,1,1011.3,21,15.1391,0,0,7
2022,1,3,0,277,8.8065,82.3098,4.6052,0,0,1011.5,6.9,13.6016,1,1,1
2022,1,3,1,197,8.7065,83.1544,4.6093,0,0,1011.6,3,13.2059,1,1,1
2022,1,3,2,97,8.7065,84.3101,4.2773,0,0,1011.5,3.3,14.8133,1,1,1
2022,1,3,3,52,8.5565,84.5842,4.252,0,1,1011.3,26.7,14.1851,1,1,1
2022,1,3,4,36,8.4565,84.8654,3.9169,0,1,1010.8,30,15.1391,1,1,1
2022,1,3,5,67,8.3065,84.5559,3.795,0,0,1010.6,14.4,14.8285,1,1,1
2022,1,3,6,144,8.1065,84.8264,3.8376,0,0,1010.2,9.9,13.653,1,1,1
2022,1,3,7,223,7.8065,86.2752,3.7791,0,0,1010,19.5,12.577,1,1,1
2022,1,3,8,374,7.6565,88.376,3.8286,0,0,1009.7,11.1,11.915,1,1,1
2022,1,3,9,671,8.2065,88.12,4.4005,0,2,1009.7,56.7,12.3035,1,1,1
2022,1,3,10,1001,9.2565,85.5385,5.3595,0,1,1009.6,46.8,13.289,1,1,1
2022,1,3,11,1391,9.9565,83.8779,6.5522,0,1,1009.1,41.7,11.6001,1,1,1
2022,1,3,12,1662,10.0565,77.5276,6.3785,0,1,1008.7,36.3,11.7096,1,1,1
2022,1,3,13,1803,10.1565,82.1999,6.9901,0,1,1008,30,10.4829,1,1,1
2022,1,3,14,1977,10.1565,83.3308,6.9309,0,1,1007.1,32.7,10.943,1,1,1
2022,1,3,15,1929,9.8565,81.6,6.545,0,2,1006.6,55.8,10.6932,1,1,1
2022,1,3,16,1651,9.1565,82.0712,5.9124,0,1,1006,43.2,9.8122,1,1,1
2022,1,3,17,1376,8.7065,84.0198,5.5138,0,2,1005.7,50.4,9.4961,1,1,1
2022,1,3,18,1133,8.3565,86.9282,5.3076,0,2,1005,69.6,9.0287,1,1,1
2022,1,3,19,855,8.0065,91.5013,5.1631,0,2,1004.6,74.1,8.5476,1,1,1
2022,1,3,20,613,7.6565,93.3859,5.0998,0,1,1003.7,32.4,7.2763,1,1,1
2022,1,3,21,480,7.3565,94.0155,4.7517,0,2,1003.3,75.6,7.2831,1,1,1
2022,1,3,22,529,7.1565,94.3307,4.7341,0,3,1002.6,86.4,6.3587,1,1,1
2022,1,3,23,290,6.9565,94.6478,4.5402,0,3,1002,86.4,6.1872,1,1,1
2022,1,4,0,175,7.8565,94.3614,5.4416,0,3,1001.3,100,7.0243,0,1,2
2022,1,4,1,127,7.9065,94.3636,5.5305,0,3,1000.3,100,6.9094,0,1,2
2022,1,4,2,76,7.4565,94.0202,5.2591,0,3,999.3,99.9,5.6459,0,1,2
2022,1,4,3,55,7.2065,94.6582,4.9837,0,3,998.8,100,5.6059,0,1,2
2022,1,4,4,63,7.1065,95.3082,4.7858,0,3,998.2,90.9,6.0233,0,1,2
2022,1,4,5,121,6.9565,95.3027,4.6983,0,3,997.6,93.6,5.6104,0,1,2
2022,1,4,6,494,6.6065,95.9505,4.3963,0,3,997.5,100,5.1645,0,1,2
2022,1,4,7,1035,6.0565,96.6004,3.9556,0,3,997.4,100,4.2738,0,1,2
2022,1,4,8,1370,6.1565,93.6335,3.8557,0.9,53,997.8,100,4.803,0,1,2
2022,1,4,9,631,6.7565,92.6957,4.5244,0.1,51,998.5,100,4.9265,0,1,2
2022,1,4,10,291,6.1065,91.3766,1.7922,0.3,51,999.4,100,13.0227,0,1,2
2022,1,4,11,299,4.7065,90.3218,0.1308,0.5,53,1000.5,100,12.8213,0,1,2
2022,1,4,12,562,3.9065,93.1901,0.0467,0.1,51,1000.6,100,9.4908,0,1,2
2022,1,4,13,705,3.7065,84.93,-0.2502,0.4,51,1001.1,100,8.7729,0,1,2
2022,1,4,14,809,3.5565,84.0032,-0.5175,0.1,51,1001.4,60,9.0592,0,1,2
2022,1,4,15,1011,3.5065,80.1523,-0.3922,0.1,51,1002.1,60,7.8295,0,1,2
2022,1,4,16,1241,3.2565,82.4671,-0.5766,0,1,1002.9,34.2,7.6517,0,1,2
2022,1,4,17,1654,1.8065,85.022,-2.1056,0,0,1003.7,0.6,7.3277,0,1,2
2022,1,4,18,1643,1.3065,81.9103,-2.9341,0,0,1004.6,0,8.1089,0,1,2
2022,1,4,19,1109,1.1065,81.8833,-3.2352,0,0,1005.3,0,8.4208,0,1,2
2022,1,4,20,651,1.5065,77.8292,-3.6026,0,0,1005.8,0,11.5157,0,1,2
2022,1,4,21,477,1.3065,77.5104,-3.7191,0,0,1006.2,0,11.0159,0,1,2
2022,1,4,22,360,1.1565,79.2217,-3.9308,0,0,1006.5,0,11.3648,0,1,2
2022,1,4,23,157,1.1065,79.5068,-4.0757,0,0,1006.8,0,11.7693,0,1,2
2022,1,5,0,104,1.4565,78.3968,-3.8082,0,0,1007.3,1.8,12.2075,0,1,3
2022,1,5,1,63,1.4565,77.5348,-3.8165,0,0,1007.5,0,12.1562,0,1,3
2022,1,5,2,40,1.5065,76.1254,-3.9074,0,0,1007.9,9,12.6425,0,1,3
2022,1,5,3,32,1.5565,75.8533,-3.9286,0,0,1008.3,9.9,12.9456,0,1,3
2022,1,5,4,35,1.5565,76.1339,-3.983,0,0,1008.6,9,13.2059,0,1,3
2022,1,5,5,103,1.5565,76.1339,-3.8633,0,0,1009.1,14.4,12.6958,0,1,3
2022,1,5,6,512,1.6565,75.3123,-3.6466,0,0,1009.3,8.1,12.1706,0,1,3
2022,1,5,7,1119,1.6565,75.3123,-3.4305,0,0,1010.2,0,11.2497,0,1,3
2022,1,5,8,1783,1.5065,77.8292,-3.3831,0,0,1011,0,10.5803,0,1,3
2022,1,5,9,1046,2.0565,78.4908,-2.845,0,0,1012.1,0,11.0159,0,1,3
2022,1,5,10,771,3.2565,77.261,-1.4329,0,0,1012.8,0,10.7049,0,1,3
2022,1,5,11,891,4.2065,75.7553,-0.34,0,0,1013.3,0,10.5234,0,1,3
2022,1,5,12,1079,5.2065,73.2452,0.74,0,0,1014.4,0.9,10.5234,0,1,3
2022,1,5,13,1207,5.6565,70.9936,1.0959,0,0,1014.5,0,10.9247,0,1,3
2022,1,5,14,1201,5.6565,71.7645,1.2369,0,0,1014.8,0,10.4279,0,1,3
2022,1,5,15,1328,5.1065,74.8258,1.212,0,0,1015.4,0,8.2253,0,1,3
2022,1,5,16,1449,3.4065,82.1897,-0.2089,0,0,1016.3,0,6.7925,0,1,3
2022,1,5,17,1980,1.8565,88.1711,-1.5645,0,0,1017.1,0,5.5925,0,1,3
2022,1,5,18,1983,0.9065,90.0328,-2.53,0,0,1017.8,0,5.2367,0,1,3
2022,1,5,19,1315,0.6065,90.0094,-2.8743,0,0,1018.7,0.9,5.2367,0,1,3
2022,1,5,20,762,-0.2435,91.2743,-3.9165,0,0,1019.3,0,5.6592,0,1,3
2022,1,5,21,674,-1.2435,92.907,-5.2198,0,0,1019.7,0,6.5142,0,1,3
2022,1,5,22,545,-1.6435,93.9221,-5.5658,0,0,1020.2,0,6.1426,0,1,3
2022,1,5,23,245,-2.1435,94.9499,-6.0596,0,0,1020.6,0,5.9228,0,1,3
2022,1,6,0,131,-2.0935,94.9519,-5.9822,0,0,1020.5,0,5.8334,0,1,4
2022,1,6,1,93,-2.6935,96.3528,-6.5251,0,0,1020.6,0,5.3735,0,1,4
2022,1,6,2,45,-2.9935,97.428,-6.8472,0,0,1020.8,0,5.3874,0,1,4
2022,1,6,3,43,-3.4435,97.7836,-7.41,0,0,1020.6,0,5.6592,0,1,4
2022,1,6,4,39,-3.2935,98.8877,-6.9763,0,3,1020.6,90,4.6063,0,1,4
2022,1,6,5,105,-3.5935,98.5156,-7.4351,0,3,1020.3,90,5.1011,0,1,4
2022,1,6,6,478,-3.7435,98.5138,-7.7099,0,3,1020.1,88.2,5.5566,0,1,4
2022,1,6,7,1176,-3.8435,98.1438,-7.7627,0,1,1020,30.6,5.2795,0,1,4
2022,1,6,8,1717,-3.6435,97.4142,-7.4475,0,0,1020.1,10.8,4.8394,0,1,4
2022,1,6,9,1044,-1.5935,93.2318,-5.3253,0,0,1020.1,4.8,5.3032,0,1,4
2022,1,6,10,805,0.9065,85.2315,-3.2948,0,2,1019.3,54.3,8.0314,0,1,4
2022,1,6,11,833,2.9565,83.0265,-1.6332,0,3,1018.4,100,10.7399,0,1,4
2022,1,6,12,976,3.5065,80.7335,-0.7224,0,3,1017.5,100,9.3044,0,1,4
2022,1,6,13,1007,3.9565,79.355,-1.2596,0,3,1016.8,100,13.6475,0,1,4
2022,1,6,14,936,5.7065,74.1307,0.5469,0,3,1015.2,100,13.936,0,1,4
2022,1,6,15,1039,5.8065,76.8456,0.5796,0.1,51,1014.2,100,14.6639,0,1,4
2022,1,6,16,1110,5.7065,81.6168,0.4293,0.2,51,1013.3,97.2,15.4531,0,1,4
2022,1,6,17,1623,5.7065,81.6168,0.4625,0.3,51,1012.6,100,15.3116,0,1,4
2022,1,6,18,1627,5.7065,84.8537,0.3554,0.2,51,1011.9,100,16.2071,0,1,4
2022,1,6,19,1195,6.1565,86.7117,0.8574,0.1,51,1011.1,100,16.6096,0,1,4
2022,1,6,20,643,6.6065,88.5919,0.8501,0.5,53,1010.2,100,19.2122,0,1,4
2022,1,6,21,479,6.6565,90.1515,2.7242,0.7,53,1010,82.5,11.7096,0,1,4
2022,1,6,22,384,6.7065,87.9854,2.8652,0.1,51,1009.9,51.3,11.0522,0,1,4
2022,1,6,23,274,6.1065,88.5487,2.1178,0,0,1009.8,0.6,11.2408,0,1,4
2022,1,7,0,172,6.1565,84.9042,1.9241,0,2,1010.4,57.9,11.8117,0,1,5
2022,1,7,1,67,5.6565,83.6577,1.3378,0,2,1010.3,52.5,11.6066,0,1,5
2022,1,7,2,49,4.6565,86.8687,0.2117,0,0,1010.2,6.9,11.7884,0,1,5
2022,1,7,3,29,4.1565,85.8955,-0.6821,0,2,1010.2,61.2,12.9707,0,1,5
2022,1,7,4,44,3.9065,84.3465,-0.7484,0,2,1009.9,61.5,11.8202,0,1,5
2022,1,7,5,94,3.3565,84.8904,-1.4196,0,2,1009.5,54.9,12.0154,0,1,5
2022,1,7,6,471,3.1565,85.1737,-1.5346,0,2,1009.5,64.5,11.5482,0,1,5
2022,1,7,7,1056,2.9565,85.4589,-1.7514,0,2,1009.4,70.8,11.5157,0,1,5
2022,1,7,8,1533,2.5065,86.3406,-2.1296,0,3,1009.6,85.8,11.0046,0,1,5
2022,1,7,9,1125,2.9565,83.6288,-1.8475,0,0,1009.6,11.4,11.7203,0,1,5
2022,1,7,10,895,3.9065,80.4995,-1.1705,0,0,1009.7,5.1,13.1584,0,1,5
2022,1,7,11,896,4.6565,79.175,-0.4692,0,0,1009.8,6.6,13.7188,0,1,5
2022,1,7,12,1173,4.7065,74.4858,-1.5336,0,3,1010.8,100,17.9086,0,1,5
2022,1,7,13,1152,5.1565,77.846,0.4986,0,3,1009.8,88.5,11.9066,0,1,5
2022,1,7,14,1085,5.4565,78.1719,0.3476,0,3,1009.6,90,14.086,0,1,5
2022,1,7,15,1260,5.1565,78.125,-0.0536,0,2,1009.3,79.5,14.2958,0,1,5
2022,1,7,16,1352,4.3565,82.0199,-0.6385,0,2,1009.8,57.6,13.3059,0,1,5
2022,1,7,17,1807,3.7065,88.023,-0.643,0.3,51,1009.5,60,10.8119,0,1,5
2022,1,7,18,1792,3.4065,89.2631,-0.6805,0,1,1010.4,31.8,9.6191,0,1,5
2022,1,7,19,1223,2.3065,92.4381,-1.7878,0,0,1011.4,5.7,9.2152,0,1,5
2022,1,7,20,842,1.6065,92.7306,-2.2717,0,0,1011.7,0,7.8423,0,1,5
2022,1,7,21,540,1.2565,92.3754,-2.8946,0,0,1012.6,0,8.7358,0,1,5
2022,1,7,22,495,1.1065,91.6987,-3.0287,0,0,1013.1,17.7,8.5035,0,1,5
2022,1,7,23,445,0.9065,90.0328,-2.981,0,0,1013.6,4.8,7.1584,0,1,5
2022,1,8,0,311,0.6065,91.666,-2.808,0,2,1013.7,75.6,5.1109,0,0,6
2022,1,8,1,246,0.9565,92.3573,-2.6033,0,3,1013.5,90,6.0192,0,0,6
2022,1,8,2,157,1.3065,92.0446,-2.3606,0,3,1013.1,90,6.6736,0,0,6
2022,1,8,3,99,2.4565,88.8636,-1.1809,0,3,1012.3,90,6.9886,0,0,6
2022,1,8,4,76,3.0065,86.7036,-0.84,0,3,1011.6,100,8.019,0,0,6
2022,1,8,5,56,3.5565,84.6088,-0.5629,0.1,51,1010,100,9.3232,0,0,6
2022,1,8,6,156,4.3065,86.5254,-0.1209,0.3,51,1008.6,96,11.4065,0,0,6
2022,1,8,7,235,5.4065,90.057,1.054,0.3,51,1007.1,100,12.4068,0,0,6
2022,1,8,8,501,6.2065,91.3833,2.175,0.2,51,1005.3,100,11.9066,0,0,6
2022,1,8,9,642,7.4065,90.2076,3.2143,0.2,51,1003.5,100,13.5149,0,0,6
2022,1,8,10,728,8.1565,90.5737,4.0301,0.1,51,1001.4,100,14.0148,0,0,6
2022,1,8,11,575,8.8065,90.311,4.5595,0.2,51,999.4,100,15.1391,0,0,6
2022,1,8,12,533,8.9565,90.0142,4.2937,2.2,61,997.9,100,17.0144,0,0,6
2022,1,8,13,670,9.5065,90.9781,5.3649,1.4,61,995.4,92.7,15.5387,0,0,6
2022,1,8,14,729,9.5565,91.2908,5.5111,0.6,53,994,100,15.2379,0,0,6
2022,1,8,15,983,9.5065,92.5344,6.1566,0.4,51,992.3,100,12.439,0,0,6
2022,1,8,16,744,9.3565,87.6216,5.2739,0.5,53,991.5,100,14.5422,0,0,6
2022,1,8,17,856,7.8065,85.9769,4.6429,1.3,61,992,100,8.8496,0,0,6
2022,1,8,18,897,7.2565,85.0268,3.404,0.1,51,992.6,90,11.1447,0,0,6
2022,1,8,19,882,7.0065,81.2182,1.98,0,3,993.9,100,15.3638,0,0,6
2022,1,8,20,689,6.2565,80.2606,0.6605,0,1,994.5,46.5,17.0497,0,0,6
2022,1,8,21,467,4.9565,79.5038,-0.4957,0,0,995.2,1.2,15.3638,0,0,6
2022,1,8,22,448,4.0065,79.0769,-1.4517,0,0,996.2,0.9,14.6792,0,0,6
2022,1,8,23,388,3.5065,80.4425,-1.5922,0,0,996.8,4.5,12.9765,0,0,6
2022,1,9,0,344,3.8565,81.0741,-1.0122,0,0,997.4,2.7,12.3055,0,0,7
2022,1,9,1,247,3.8065,78.7617,-1.3442,0,0,998.2,3,13.1983,0,0,7
2022,1,9,2,186,3.4565,79.28,-1.4265,0,0,998.8,0,11.8898,0,0,7
2022,1,9,3,116,2.9565,79.7823,-1.6743,0,0,999.4,0,10.5519,0,0,7
2022,1,9,4,73,2.3065,83.2461,-1.8326,0,0,1000,0.9,8.4237,0,0,7
2022,1,9,5,65,1.5065,87.1831,-2.2394,0,0,1000.1,0,6.6511,0,0,7
2022,1,9,6,115,1.3565,88.4466,-2.531,0,0,1000.6,1.8,7.2866,0,0,7
2022,1,9,7,187,1.5065,88.4599,-2.5843,0,2,1001,60.9,8.2496,0,0,7
2022,1,9,8,382,1.5065,89.1045,-2.4935,0,1,1001.3,42,7.9279,0,0,7
2022,1,9,9,808,2.0065,88.8249,-1.9235,0,2,1002,60,7.9279,0,0,7
2022,1,9,10,1319,3.4565,85.2071,-0.1032,0,0,1002.2,12.6,6.9383,0,0,7
2022,1,9,11,1823,5.0065,80.3678,1.5,0,0,1002.8,1.2,7.221,0,0,7
2022,1,9,12,2295,6.3565,76.9355,3.0217,0,0,1003.2,6,7.0208,0,0,7
2022,1,9,13,2391,7.1065,72.8149,3.6254,0,0,1003.2,11.1,7.6058,0,0,7
2022,1,9,14,2378,7.3065,72.081,3.6239,0,0,1003.2,12,8.5035,0,0,7
2022,1,9,15,2160,6.9065,75.943,4.0448,0,1,1003.8,35.7,5.2795,0,0,7
2022,1,9,16,1981,4.4065,86.8439,1.4439,0,1,1004.3,20.1,5.2795,0,0,7
2022,1,9,17,1292,2.4065,91.7829,-1.0833,0,1,1004.7,21.6,6.6398,0,0,7
2022,1,9,18,1051,1.7065,93.7445,-1.835,0,1,1005.3,24.3,6.5792,0,0,7
2022,1,9,19,833,1.7065,95.1038,-1.5624,0,0,1006.1,11.7,5.5566,0,0,7
2022,1,9,20,545,0.8065,96.8044,-2.8072,0,0,1007.1,5.1,6.5792,0,0,7
2022,1,9,21,477,0.2565,98.2053,-3.4646,0,1,1007.8,20.7,6.8036,0,0,7
2022,1,9,22,338,0.2065,98.9193,-3.3895,0,1,1008.5,20.1,6.3034,0,0,7
2022,1,9,23,240,-0.5935,99.6362,-4.3674,0,0,1009.2,6,6.6096,0,0,7
2022,1,10,0,131,0.0565,98.918,-3.3477,0,0,1010.1,10.8,5.3874,0,1,1
2022,1,10,1,88,0.0565,98.918,-3.3455,0,0,1010.8,12.3,5.3781,0,1,1
2022,1,10,2,47,0.5565,99.6397,-2.6409,0,2,1011.9,59.1,4.9061,0,1,1
2022,1,10,3,33,1.2565,98.9285,-1.7844,0,1,1012.6,49.8,4.6549,0,1,1
2022,1,10,4,54,1.3065,98.9289,-2.0117,0,2,1013.2,59.4,5.8719,0,1,1
2022,1,10,5,124,2.6065,96.1625,-0.1448,0,2,1013.9,57,4.1127,0,1,1
2022,1,10,6,609,3.4565,93.8303,1.2244,0,2,1014.6,68.1,2.2813,0,1,1
2022,1,10,7,1402,2.5565,97.1948,-0.0321,0,3,1015.5,89.7,3.4943,0,1,1
2022,1,10,8,2200,2.7065,97.1982,-0.1278,0,2,1016.6,69.3,4.6549,0,1,1
2022,1,10,9,1280,3.5565,94.8387,1.0131,0,2,1017.8,60.9,3.8029,0,1,1
2022,1,10,10,851,4.7565,89.69,2.2818,0,2,1018.6,69,3.8291,0,1,1
2022,1,10,11,815,5.8065,85.4651,3.19,0,3,1019.2,85.8,4.719,0,1,1
2022,1,10,12,1015,7.0065,88.6264,4.2333,0,3,1019.6,89.7,6.8622,0,1,1
2022,1,10,13,1153,8.2065,88.12,5.923,0,3,1020,90,5.8162,0,1,1
2022,1,10,14,1033,8.1565,90.5737,5.9501,0,3,1020.4,100,5.8334,0,1,1
2022,1,10,15,1167,8.1065,91.8222,5.9036,0.1,51,1020.8,96.3,5.9691,0,1,1
2022,1,10,16,1413,7.7065,92.4308,5.2732,0.1,51,1021.4,100,6.6511,0,1,1
2022,1,10,17,2121,7.5565,91.472,4.9466,0.1,51,1022.2,100,7.1093,0,1,1
2022,1,10,18,2308,7.5065,90.84,4.76,0,3,1023.1,100,7.5464,0,1,1
2022,1,10,19,1698,7.5565,91.7877,4.8813,0,3,1023.7,100,7.4361,0,1,1
2022,1,10,20,935,7.6065,93.3833,5.1157,0.1,51,1024,100,6.9455,0,1,1
2022,1,10,21,648,7.8565,93.3961,5.4655,0.1,51,1024.5,100,6.7704,0,1,1
2022,1,10,22,511,8.0065,91.816,5.3404,0.1,51,1024.9,100,7.8423,0,1,1
2022,1,10,23,284,7.9065,90.5558,5.0685,0.1,51,1025.4,100,8.2769,0,1,1
2022,1,11,0,145,7.9565,93.7218,5.5027,0.1,51,1025.6,100,7.1898,0,1,2
2022,1,11,1,55,8.0065,93.7242,5.4663,0.2,51,1025.9,100,7.6091,0,1,2
2022,1,11,2,53,8.0065,93.4037,5.2279,0.1,51,1026.1,100,8.5739,0,1,2
2022,1,11,3,40,8.0065,93.7242,4.9727,0,3,1026.1,100,9.7123,0,1,2
2022,1,11,4,46,8.1065,93.0896,5.2436,0,3,1026.4,100,8.9843,0,1,2
2022,1,11,5,136,8.0565,94.3702,5.6112,0,3,1026.8,90.6,7.3583,0,1,2
2022,1,11,6,653,8.0065,95.0157,5.7696,0,3,1026.9,94.2,6.5219,0,1,2
2022,1,11,7,1574,8.0565,95.669,5.9605,0,1,1027.2,49.8,6.0771,0,1,2
2022,1,11,8,2528,7.7065,96.6443,5.7402,0,3,1027.8,100,5.3173,0,1,2
2022,1,11,9,1469,8.0565,96.6535,6.2722,0,3,1028.6,100,4.9061,0,1,2
2022,1,11,10,897,8.8065,95.6943,6.9294,0,3,1029.1,100,5.9439,0,1,2
2022,1,11,11,859,9.3565,95.7126,7.6039,0,3,1029.4,100,6.0233,0,1,2
2022,1,11,12,1001,9.1065,96.6809,7.4444,0,3,1030,100,5.525,0,1,2
2022,1,11,13,970,9.3565,96.6873,7.8578,0.2,51,1030,100,5.1109,0,1,2
2022,1,11,14,757,9.4065,97.0154,8.2157,0.1,51,1030.1,100,3.9132,0,1,2
2022,1,11,15,799,9.3565,97.6708,8.4653,0.1,51,1030.7,100,2.6937,0,1,2
2022,1,11,16,1143,8.9065,98.6584,7.7524,0.2,51,1031.2,100,3.4728,0,1,2
2022,1,11,17,1926,8.6565,99.6624,7.5617,0.5,53,1031.8,100,3.1077,0,1,2
2022,1,11,18,2129,8.6565,98.9903,7.6262,0.2,51,1032.4,100,2.7214,0,1,2
2022,1,11,19,1457,8.7565,96.6718,6.8263,0.4,51,1033.5,100,6.2796,0,1,2
2022,1,11,20,895,8.6565,95.6892,6.874,0.3,51,1033.8,100,5.3781,0,1,2
2022,1,11,21,723,8.3565,96.0056,6.2364,0,3,1034.5,100,6.5487,0,1,2
2022,1,11,22,597,8.1565,94.6975,5.8144,0,3,1035.2,100,7.074,0,1,2
2022,1,11,23,231,7.5065,94.0225,5.3072,0,2,1035.7,72,5.7033,0,1,2
2022,1,12,0,168,6.6565,95.6213,4.7415,0,0,1036.3,5.7,3.9068,0,1,3
2022,1,12,1,85,5.6565,95.9201,3.3996,0,2,1037.1,60.9,4.4796,0,1,3
2022,1,12,2,51,4.7565,96.2276,2.3764,0,0,1037.7,14.4,4.2562,0,1,3
2022,1,12,3,37,4.7565,97.2437,2.4753,0,2,1038.2,77.4,3.964,0,1,3
2022,1,12,4,47,4.0065,100,1.7838,0,3,1038.4,96,3.4146,0,1,3
2022,1,12,5,143,3.6565,100,1.3118,0,3,1038.8,100,3.6416,0,1,3
2022,1,12,6,662,3.5065,98.9479,1.1436,0,3,1039.5,100,3.4728,0,1,3
2022,1,12,7,1596,3.4065,98.2505,1.3254,0,2,1040,77.7,2.1104,0,1,3
2022,1,12,8,2632,3.2065,99.2958,1.4452,0,2,1040.5,60.6,0.7074,0,1,3
2022,1,12,9,1446,2.8065,100,0.6383,0,3,1041.6,90,2.2032,0,1,3
2022,1,12,10,945,3.2565,96.1823,1.1542,0,2,1042.1,57.9,1.8447,0,1,3
2022,1,12,11,1044,3.8565,95.5236,1.7632,0,2,1042.1,76.5,2.2032,0,1,3
2022,1,12,12,1343,4.5565,91.2729,2.3577,0,2,1041.7,60.3,2.6937,0,1,3
2022,1,12,13,1331,5.7065,88.8251,3.6362,0,2,1041.2,62.1,2.767,0,1,3
2022,1,12,14,1302,6.3565,89.1909,4.2627,0,2,1041.3,53.7,3.4728,0,1,3
2022,1,12,15,1439,6.1065,92.3369,4.143,0,2,1041.3,53.1,3.1398,0,1,3
2022,1,12,16,1687,4.4565,98.61,2.3429,0,2,1041.3,63.9,3.1636,0,1,3
